Date,Open,High,Low,Close,Volume
2017-08-02,44.4468,44.642,43.0905,44.1443,8132115.6766626
2017-08-03,44.3883,44.6225,43.5784,44.2029,8481264.6278287
2017-08-04,44.4664,45.2909,44.2419,45.2762,5914175.9488473
2017-08-07,45.5104,46.7887,45.1494,46.4082,10684900.944915
2017-08-08,46.7594,47.8035,46.4765,46.9839,16454435.86894
2017-08-09,46.4862,46.7204,45.7544,46.6814,10316496.653477
2017-08-10,46.3496,46.6911,44.6517,44.9738,12658970.440541
2017-08-11,44.398,45.0942,43.8223,44.7884,16522365.028269
2017-08-14,43.9102,44.3493,42.0171,43.1783,37676745.68511
2017-08-15,43.8516,43.8906,42.2123,42.9832,19283378.318943
2017-08-16,43.393,43.8614,42.4075,42.5929,14424621.297253
2017-08-17,41.9976,42.105,39.7631,39.8119,31417444.227851
2017-08-18,40.0656,40.1729,38.9629,39.1581,19572038.302934
2017-08-21,39.4216,40.4656,39.2362,40.2607,17632191.641576
2017-08-22,40.856,41.1926,40.1534,41.1292,15945983.795274
2017-08-23,41.1097,42.0171,40.8364,41.4122,14727122.498218
2017-08-24,41.7732,41.9196,40.4461,41.0511,13801219.279629
2017-08-25,41.0218,41.1194,39.3825,39.8802,16124151.801682
2017-08-28,40.007,40.1258,38.4751,39.3728,15035772.618319
2017-08-29,38.4458,40.0753,38.3775,39.8509,9592434.779967
2017-08-30,39.9095,41.0316,39.9046,40.9243,9812541.4893378
2017-08-31,41.3536,41.4805,40.3944,40.895,10171741.873651
2017-09-01,40.9145,41.4609,40.6706,40.9731,6242880.768708
2017-09-05,40.5193,40.8657,39.9778,40.3973,9786251.7855744
2017-09-06,40.6901,41.1585,40.1388,40.6315,8080049.7038836
2017-09-07,40.7194,41.1126,40.5632,40.8169,5785369.4156188
2017-09-08,40.7486,40.9535,40.0753,40.1436,7180931.1770487
2017-09-11,40.6998,41.4707,40.6998,41.0218,10508005.764768
2017-09-12,41.3341,42.4465,40.7974,42.2416,14513200.576678
2017-09-13,42.3977,44.1834,42.3099,44.1736,20573320.096384
2017-09-14,43.754,44.8176,43.4418,44.1541,13243682.434145
2017-09-15,44.481,44.4956,43.6174,43.8223,17302910.872956
2017-09-18,44.3493,44.7201,43.6272,43.6565,11469314.459739
2017-09-19,43.9102,43.9491,42.7685,43.2564,9476904.7879717
2017-09-20,43.3149,43.4711,42.6563,43.3637,8211939.9200585
2017-09-21,42.8368,42.8953,41.3829,41.9391,14935059.4718
2017-09-22,41.4512,41.6463,41.1389,41.3439,11909168.166711
2017-09-25,41.0218,41.0706,39.4899,39.9387,17517403.619157
2017-09-26,40.5535,40.7681,39.1386,39.3435,15438966.469406
2017-09-27,39.7241,39.8509,38.3775,38.7483,20335118.142817
2017-09-28,38.5238,38.5434,37.2846,37.6944,25480481.409508
2017-09-29,37.4456,37.8896,36.904,37.2748,23876635.260564
2017-10-02,37.47,38.9727,37.3724,38.1628,19145826.997884
2017-10-03,38.9629,39.2557,38.153,38.2604,16335660.272462
2017-10-04,38.2604,38.2604,36.6991,37.4017,21962372.202089
2017-10-05,37.6847,38.3152,37.2846,38.1921,12016417.614271
2017-10-06,38.036,38.7568,37.9899,38.2897,9922886.9176821
2017-10-09,38.4458,38.5141,37.753,37.9676,9715165.1562699
2017-10-10,38.3384,39.3142,38.153,39.1971,16911942.09793
2017-10-11,39.3923,39.4411,38.5629,38.6605,14399607.49421
2017-10-12,38.6409,38.6605,37.5091,37.5773,14890334.283649
2017-10-13,37.7725,38.0262,37.509,37.7822,13355790.552641
2017-10-16,39.1679,39.1776,38.0164,38.7092,20420797.18205
2017-10-17,38.9825,39.1776,38.4165,38.6312,12364736.461353
2017-10-18,39.0312,39.7826,38.6117,39.3435,19530741.137201
2017-10-19,38.8361,39.2069,38.2604,38.4263,16648780.656774
2017-10-20,38.7385,38.7873,37.753,38.0555,20721562.338179
2017-10-23,38.2018,38.2506,37.4017,37.4993,13909412.586276
2017-10-24,37.7237,37.8749,37.5285,37.5871,12130232.057827
2017-10-25,37.6164,38.0262,36.2308,36.4942,22554172.874636
2017-10-26,36.6503,36.7674,35.8209,35.9185,19597429.239684
2017-10-27,36.1137,36.5625,34.9232,36.4552,24205091.0492
2017-10-30,36.904,36.9528,36.0454,36.5137,16041564.643954
2017-10-31,36.9236,37.109,36.3722,36.6113,13918763.042642
2017-11-01,37.0797,37.3822,36.8065,36.9431,16192232.634349
2017-11-02,37.3139,37.7335,36.753,36.9626,18166756.125171
2017-11-03,37.47,37.6749,37.2846,37.4895,15791686.91777
2017-11-06,38.0652,38.2311,37.6652,38.0652,14839542.161951
2017-11-07,38.7288,38.9337,38.3189,38.8263,14895563.939374
2017-11-08,38.9434,39.8411,38.8849,39.3533,17511838.847339
2017-11-09,39.2166,39.2459,37.9481,38.8361,17307687.558305
2017-11-10,38.8654,39.4216,38.2214,38.9922,17235496.173196
2017-11-13,40.9535,41.7342,39.8607,40.3388,44720732.234454
2017-11-14,40.007,40.0558,37.3236,37.9579,39821369.800434
2017-11-15,37.5676,38.4263,36.8748,38.397,19932484.868192
2017-11-16,38.68,39.5972,38.3872,39.2459,18510848.615168
2017-11-17,39.363,39.7436,38.9825,39.2752,17075688.839326
2017-11-20,39.3825,39.4704,37.9579,38.2506,20540317.822564
2017-11-21,38.5385,39.3923,38.5385,38.9142,14144270.552653
2017-11-22,39.2264,39.48,38.4946,38.8263,9547011.6894939
2017-11-24,38.758,38.7678,38.1043,38.2604,7436360.3523928
2017-11-27,38.0555,38.1823,37.5871,37.7237,9810966.3412193
2017-11-28,37.8213,38.0164,37.3724,37.6359,8440690.9849138
2017-11-29,37.47,37.6749,36.2015,36.9138,18650311.225258
2017-11-30,36.9528,37.0797,36.221,36.543,16755054.47583
2017-12-01,36.1234,36.7674,35.655,36.3674,13887338.9914
2017-12-04,36.8553,37.3236,35.7721,35.86,16141143.314893
2017-12-05,35.1672,36.7186,34.9427,36.3966,16182398.463012
2017-12-06,35.8209,36.9333,35.6648,36.8943,14973377.486212
2017-12-07,36.9138,37.4017,36.8162,37.2065,16421652.90657
2017-12-08,37.4798,37.8408,37.0016,37.0894,9711393.8192002
2017-12-11,37.1285,37.6164,36.6991,37.5285,9337624.5958159
2017-12-12,37.3139,37.8749,37.109,37.6261,9318587.5421727
2017-12-13,38.075,39.9192,37.9579,39.8119,28757422.834697
2017-12-14,39.4216,39.9973,38.9142,39.646,22902330.825001
2017-12-15,39.4801,39.607,38.9337,39.3435,24624582.610456
2017-12-18,40.9828,41.0706,40.3583,40.6706,20399175.53273
2017-12-19,40.6023,42.427,40.6023,41.9293,32456774.50809
2017-12-20,41.6756,42.0464,40.4364,41.1389,22406014.668069
2017-12-21,41.178,41.6659,40.9535,41.2365,7395882.0177245
2017-12-22,41.2853,41.822,40.8852,41.1487,7338351.7054738
2017-12-26,40.9438,41.3926,40.6364,41.1194,6470603.9392479
2017-12-27,41.1585,41.5976,40.6998,41.2658,7173423.3467844
2017-12-28,41.2853,41.4414,40.5925,40.6218,6992298.7350923
2017-12-29,40.6608,40.8472,40.3061,40.4169,4931612.4900656
2018-01-02,41.1194,42.4465,40.8852,42.2318,18577954.844152
2018-01-03,42.6612,42.8368,42.0673,42.4465,12746947.125891
2018-01-04,42.8953,43.0124,42.0854,42.6124,10230100.240345
2018-01-05,42.9344,44.7201,42.827,44.5347,18615386.389389
2018-01-08,44.5688,45.3738,44.4566,44.9835,14735904.179563
2018-01-09,45.3641,45.6666,44.681,45.0128,12675374.731975
2018-01-10,44.3395,45.3738,44.076,45.325,12168219.055426
2018-01-11,45.3738,45.5983,44.7103,45.4812,9959278.2707651
2018-01-12,45.5495,46.0861,45.164,45.2762,9593051.7215202
2018-01-16,46.174,46.252,44.8079,45.3348,13686720.256409
2018-01-17,45.7641,45.7934,44.9055,45.4812,7141007.2699224
2018-01-18,45.5592,45.6666,44.4956,44.7884,10650747.798398
2018-01-19,45.0323,45.2762,44.4664,44.9055,6813874.5237206
2018-01-22,44.4078,44.4956,42.2904,44.1639,18847564.451842
2018-01-23,44.3005,44.5932,43.2661,44.0858,13896247.750408
2018-01-24,44.3297,46.779,44.32,45.608,21375020.272537
2018-01-25,45.608,46.5838,45.2275,46.2325,14857690.696779
2018-01-26,47.0619,49.3257,46.9406,49.277,26312817.550433
2018-01-29,49.3745,49.4526,48.5061,48.7305,16157595.772859
2018-01-30,47.5693,48.2329,47.0522,48.067,13707743.410933
2018-01-31,48.5354,48.9549,47.8474,48.0377,18814581.6496
2018-02-01,45.7544,48.0572,44.398,46.3984,20289285.124402
2018-02-02,46.8277,46.857,44.8079,44.9152,16318655.436593
2018-02-05,43.9394,46.4862,43.0417,43.5198,19838787.638407
2018-02-06,42.0171,44.2029,41.5683,43.9589,21161380.176457
2018-02-07,43.8809,44.2322,43.149,43.3149,15316578.382935
2018-02-08,43.754,43.754,41.1487,41.2268,16827305.300491
2018-02-09,41.5878,42.3489,39.9387,41.8903,18782665.684828
2018-02-12,42.6221,43.0271,41.9976,42.6612,11733837.886484
2018-02-13,42.7099,43.6565,42.5148,43.4711,8594977.6142195
2018-02-14,43.754,46.1057,43.6369,45.7251,17118032.346132
2018-02-15,46.6228,46.7497,45.1396,45.9691,10006483.522968
2018-02-16,45.9593,46.1545,45.1787,45.2958,7525258.3507928
2018-02-20,45.2177,46.7594,45.1787,45.7739,10981714.39568
2018-02-21,46.3789,47.6181,45.9886,46.0178,14900290.408549
2018-02-22,46.7692,46.8473,46.0178,46.6521,9840605.1562717
2018-02-23,47.0522,47.1888,46.3301,47.179,9963655.2763697
2018-02-26,47.8133,47.8133,47.0229,47.6181,9349093.3548233
2018-02-27,47.3937,47.5401,45.852,45.9007,13003502.578256
2018-02-28,46.3106,47.0131,45.6666,46.0081,12531288.134695
2018-03-01,45.9593,46.496,43.9589,45.0909,16277377.742437
2018-03-02,41.9391,42.9246,40.7877,42.7392,35763106.741927
2018-03-05,42.3196,42.5929,40.8755,41.9488,22639338.479121
2018-03-06,42.4758,42.6514,41.6561,42.0952,14362218.991407
2018-03-07,41.7634,43.4613,41.578,43.3344,12142686.693536
2018-03-08,43.432,44.603,43.4223,44.2907,15492008.070688
2018-03-09,44.603,45.0128,44.1931,44.603,10319659.247552
2018-03-12,44.9055,45.1884,44.3493,44.8957,9116964.4837229
2018-03-13,44.8859,44.8859,42.8368,43.2466,16263208.583109
2018-03-14,43.6906,44.0565,42.9832,43.0222,12094509.91211
2018-03-15,43.9882,44.3785,43.3052,43.8516,14540198.430962
2018-03-16,43.9004,44.1248,43.6662,43.8809,15023227.798463
2018-03-19,43.1881,43.6077,42.3782,43.0807,19700844.836163
2018-03-20,43.1686,43.2857,42.6904,42.9344,11550300.848851
2018-03-21,43.2857,43.5881,42.3489,42.4562,14930517.470199
2018-03-22,41.9,42.0171,40.5925,41.4805,18767111.993875
2018-03-23,41.2755,41.8513,39.6762,39.8802,19405897.582355
2018-03-26,40.9535,41.3731,40.007,40.8364,13910691.561457
2018-03-27,41.178,41.2658,39.3533,39.7241,15641207.494229
2018-03-28,39.363,39.4216,38.1727,39.041,22126555.516743
2018-03-29,39.2654,40.007,39.2069,39.5094,11908006.020994
2018-04-02,39.1191,39.5387,37.7432,38.1335,14366961.8577
2018-04-03,38.6409,38.6995,37.509,38.036,9732371.8816504
2018-04-04,36.8845,38.6702,36.8374,38.4848,12229867.093857
2018-04-05,39.0312,39.4606,38.9434,39.2166,10251089.575813
2018-04-06,38.5921,39.0703,37.9676,38.2799,12950663.891306
2018-04-09,38.9239,40.0558,38.6019,39.0996,9563786.9657152
2018-04-10,40.2705,40.2998,39.2069,39.7143,7944790.9048423
2018-04-11,39.4801,40.0558,39.4313,39.4801,6455987.958463
2018-04-12,39.646,40.0022,39.4411,39.6167,6105118.3347588
2018-04-13,39.4216,39.5387,38.6214,38.8361,8494189.6558513
2018-04-16,38.9239,39.0996,38.5336,38.9629,5580427.9904756
2018-04-17,39.1483,39.5972,38.8459,39.2947,9981930.8888599
2018-04-18,39.5191,39.5191,38.5531,39.2069,9752778.0946211
2018-04-19,39.1679,39.363,37.6749,37.9579,17196549.944212
2018-04-20,36.4357,36.582,35.616,36.5332,26329401.185341
2018-04-23,36.504,36.8455,35.8502,36.1039,12715771.081054
2018-04-24,36.4649,36.6406,34.6012,35.0013,20114446.757706
2018-04-25,34.9232,35.3623,34.0352,35.011,11185212.874466
2018-04-26,35.255,36.0063,35.2403,35.616,9373266.8055842
2018-04-27,36.2015,36.2874,35.4501,35.8697,8567787.0938028
2018-04-30,36.182,36.1917,35.2745,35.6258,8749849.415663
2018-05-01,35.4209,36.5918,35.4111,36.5625,10249318.687102
2018-05-02,36.3674,36.5869,36.0454,36.182,8490872.3139778
2018-05-03,36.0063,36.5332,35.3233,36.2991,11771476.445332
2018-05-04,35.6648,36.9333,35.5184,36.7577,14358467.125915
2018-05-07,37.3139,37.9676,37.0797,37.7822,19571213.32295
2018-05-08,37.2553,37.3627,35.6648,36.0454,26815825.781025
2018-05-09,35.86,36.4942,35.6258,36.2405,13989972.650329
2018-05-10,36.2405,36.3503,35.7721,35.9575,9830138.6710834
2018-05-11,36.1234,36.2991,35.8014,36.0551,7037618.3187599
2018-05-14,36.3479,36.8455,36.1722,36.2698,8347933.5149364
2018-05-15,35.8404,36.0356,35.0598,35.2452,11475052.426112
2018-05-16,35.5184,35.8648,35.2842,35.5477,9641897.710312
2018-05-17,35.4599,35.8502,34.8227,35.0891,10361065.04419
2018-05-18,35.1281,35.1476,34.689,34.8451,9496912.3460184
2018-05-21,35.333,36.0551,35.1964,35.4013,14122858.991404
2018-05-22,35.3916,35.9771,35.3916,35.4794,9223499.631843
2018-05-23,35.3038,36.2795,35.1379,35.8307,19081610.760893
2018-05-24,36.0063,36.2405,35.5965,35.8112,14217355.580677
2018-05-25,35.9087,36.2503,35.86,35.9771,8032500.1122095
2018-05-29,35.8112,36.1039,35.2257,35.6453,9956517.4060733
2018-05-30,35.4696,35.655,34.8061,34.933,11069712.602247
2018-05-31,35.0598,35.1476,33.9182,34.328,20643430.072366
2018-06-01,34.7085,35.3818,34.6793,35.2159,12728709.431735
2018-06-04,35.6063,37.2553,35.5008,37.2358,20935857.294147
2018-06-05,38.0555,38.5043,37.5773,37.9286,19868030.872995
2018-06-06,38.2994,39.6948,38.2506,39.4216,22535000.544772
2018-06-07,39.8021,39.8509,37.9774,38.5434,14135589.303654
2018-06-08,38.0457,39.4313,38.0164,38.9532,12994482.113885
2018-06-11,39.1093,39.1093,38.2799,38.68,9202986.8376073
2018-06-12,38.8946,40.4656,38.7385,40.4656,17167634.651978
2018-06-13,40.4559,40.8657,39.5792,40.251,15957629.848116
2018-06-14,40.1241,42.8953,40.1144,42.6904,29448874.940391
2018-06-15,41.7732,42.8173,41.0316,42.5343,25226449.063627
2018-06-18,43.9394,44.1346,42.0757,42.7002,46578856.686043
2018-06-19,40.9828,41.3439,39.8997,40.8755,28056967.686568
2018-06-20,41.6268,41.6854,40.3583,40.6706,16571231.513458
2018-06-21,40.4656,40.5827,39.4313,39.8314,14780090.31247
2018-06-22,40.1436,40.1924,39.3923,39.8314,9643474.9080702
2018-06-25,38.9727,39.0312,37.8603,38.2311,18002698.863359
2018-06-26,38.6019,38.7971,38.1043,38.5141,10516863.282783
2018-06-27,38.5434,39.2362,37.3627,37.4602,16093744.371737
2018-06-28,37.4798,38.036,37.0114,37.9872,10097265.140263
2018-06-29,38.2018,38.9044,37.8115,38.0067,10498154.171494
2018-07-02,37.0894,37.8603,36.9528,37.8506,13253260.400518
2018-07-03,38.2311,38.2604,37.4212,37.4505,6101038.5269125
2018-07-05,37.6066,37.9286,36.865,37.6066,9623706.1330499
2018-07-06,37.3529,38.5726,37.2358,38.5043,11905108.855262
2018-07-09,39.0215,39.0703,38.3384,38.4458,10148368.807197
2018-07-10,38.5336,38.9922,37.4895,37.6554,10405750.264367
2018-07-11,36.9431,37.3041,36.4845,37.0309,11206706.421304
2018-07-12,37.3431,37.831,37.0894,37.5871,10172926.565404
2018-07-13,37.5969,37.831,37.0407,37.3431,7122627.1258068
2018-07-16,37.3724,37.3822,36.8748,37.1187,6426529.5117052
2018-07-17,36.787,37.2456,36.6894,37.0699,8641067.8624188
2018-07-18,37.0407,37.1675,36.1527,36.6211,15400482.434177
2018-07-19,36.2893,36.3381,35.8892,35.9868,8334708.214696
2018-07-20,35.9575,36.0063,34.406,34.65,31038436.125363
2018-07-23,35.0696,35.2647,34.611,34.7964,10225314.331618
2018-07-24,35.3916,35.8112,34.3621,34.4548,14109797.66234
2018-07-25,34.7183,36.2112,34.5231,36.0258,18258084.996269
2018-07-26,35.3428,36.4942,35.3428,35.7526,10652143.603041
2018-07-27,36.2503,36.4601,34.9915,35.333,10685465.620656
2018-07-30,35.3038,35.4111,34.0157,34.3085,14028958.847287
2018-07-31,34.3377,35.0208,34.0548,34.9915,14662937.005823
2018-08-01,34.7183,35.9966,34.6988,35.4013,13385506.229183
2018-08-02,34.5427,35.4599,34.2792,35.4111,12524964.996184
2018-08-03,35.5965,35.8244,34.9427,35.294,6921589.2394948
2018-08-06,35.1867,35.2355,34.6695,35.0305,9905670.9689228
2018-08-07,35.4111,35.8112,35.0515,35.616,9656821.1370536
2018-08-08,35.6843,35.9087,35.0891,35.1281,8895216.012943
2018-08-09,35.3916,35.735,35.0892,35.1476,8360887.237915
2018-08-10,34.7573,35.0354,34.611,34.9232,8894578.5749926
2018-08-13,34.7183,34.7964,33.7035,34.2206,15914915.356523
2018-08-14,33.7523,33.7523,32.2203,33.0497,34165917.822768
2018-08-15,31.3519,31.7714,30.7176,31.5763,47964990.104799
2018-08-16,31.225,32.3959,30.4249,31.1957,47785514.428255
2018-08-17,31.0591,31.6592,30.3175,31.4397,20563965.540739
